,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Added Fields that are greyed out and ,,,,,,,,,,,,,,,,,,,
CAN/US DESCRIPTION,CAN Supplier,CAD Manu/User CODES,,Notes,,Fields ,calculated for PFC viewing,,Netley Retail,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
HARDWARE,,,,,,,,,,,,,,,,,,,,,,,,,,
HARDWARE - SCREWS/CONNECTORS,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scarf Rack 14"" Matt-Aluminum",Hafele,H.807.67.423,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Scarf Rack 14"" Black",Hafele,H.807.67.523,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Scarf Rack 14"" Matt Gold",Hafele,H.807.67.923,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Scarf Rack 14"" Slate",Hafele,H.807.67.323,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
VALET RODS,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valet Rod 14"" Chrome",Hafele,H.808.71.203,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Valet Rod 14"" Matt-Aluminum",Hafele,H.808.71.403,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Valet Rod 14"" Black",Hafele,H.808.71.503,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Valet Rod 14"" Matt Gold",Hafele,H.808.71.003,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Valet Rod 14"" Slate",Hafele,H.808.71.303,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
TIE RACKS,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tie Rack 14"" Chrome",Hafele,H.807.67.203,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tie Rack 14"" Matt-Aluminum",Hafele,H.807.67.403,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tie Rack 14"" Black",Hafele,H.807.67.503,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tie Rack 14"" Matt Gold",Hafele,H.807.67.904,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tie Rack 14"" Slate",Hafele,H.807.67.303,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
BELT RACKS,,,,,,,,,,,,,,,,,,,,,,,,,,
"Belt Rack 14"" Chrome",Hafele,H.807.67.213,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Belt Rack 14"" Matt-Aluminum",Hafele,H.807.67.413,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Belt Rack 14"" Black",Hafele,H.807.67.513,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Belt Rack 14"" Matt Gold",Hafele,H.807.67.913,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Belt Rack 14"" Slate",Hafele,H.807.67.313,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOE FENCES,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shoe Fence 11"" Chrome ",Hafele,H.547.52.221,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 11"" Matt-Aluminum",Hafele,H.547.52.421,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 11"" Black",Hafele,H.547.52.521,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 11"" Matt Gold",Hafele,H.547.52.921 ,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 11"" Slate",Hafele,H.547.52.321,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 17"" Chrome",Hafele,H.547.52.222,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 17"" Matt-Aluminum",Hafele,H.547.52.422,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 17"" Black",Hafele,H.547.52.522,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 17"" Matt Gold",Hafele,H.547.52.922,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 17"" Slate",Hafele,H.547.52.322,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 23"" Chrome",Hafele,H.547.52.223,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 23"" Matt-Aluminum",Hafele,H.547.52.423,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 23"" Black",Hafele,H.547.52.523,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 23"" Matt Gold ",Hafele,H.547.52.923 ,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 23"" Slate",Hafele,H.547.52.323,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 29"" Chrome",Hafele,H.547.52.224,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 29"" Matt-Aluminum",Hafele,H.547.52.424,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 29"" Black",Hafele,H.547.52.524,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 29"" Matt Gold",Hafele,H.547.52.924,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 29"" Slate",Hafele,H.547.52.324,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 35"" Chrome",Hafele,H.547.52.226,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 35"" Matt-Aluminum",Hafele,H.547.52.426,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 35"" Black",Hafele,H.547.52.526,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 35"" Matt Gold",Hafele,H.547.52.926,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Shoe Fence 35"" Slate",Hafele,H.547.52.326,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
PULL-OUT MIRROR,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pullout Mirror 48""H  Matt-Aluminum",Hafele,H.805.73.022,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pullout Mirror 48""H Black",Hafele,H.805.73.422,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pullout Mirror 48""H Matt Gold",Hafele,H.805.73.922,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pullout Mirror 48""H Slate",Hafele,H.805.73.322,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
PANT RACKS,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pant Rack 18"" Chrome",Hafele,H.805.58.231,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pant Rack 18"" Matt-Aluminum",Hafele,H.805.58.931,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pant Rack 18"" Black",Hafele,H.805.58.431,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pant Rack 24"" Chrome",Hafele,H.805.58.233,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pant Rack 24"" Matt-Aluminum",Hafele,H.805.58.933,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pant Rack 24"" Black",Hafele,H.805.58.433,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pant Rack 30"" Chrome",Hafele,H.805.58.235,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pant Rack 30"" Matt-Aluminum",Hafele,H.805.58.935,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pant Rack 30"" Black",Hafele,H.805.58.435,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
PULL-OUT LAUNDRY HAMPERS,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pull-Out Laundry Hamper 18"" (1 Bag) Chrome",Hafele,H.807.52.231,,,,Quantity,Cost per piece/inch x Total Cost,227 288 229 ,,,all others,,,,,,,,,,,,,,,
"Pull-Out Laundry Hamper 18"" (1 Bag) Matt-Aluminum",Hafele,H.807.52.931,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pull-Out Laundry Hamper 18"" (1 Bag) Black",Hafele,H.807.52.331,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pull-Out Laundry Hamper 24"" (2 Bag) Chrome",Hafele,H.807.52.233,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pull-Out Laundry Hamper 24"" (2 Bag) Matt-Aluminum",Hafele,H.807.52.933,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pull-Out Laundry Hamper 24"" (2 Bag) Black",Hafele,H.807.52.333,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pull-Out Laundry Hamper 30"" (2 Bag) Chrome",Hafele,H.807.52.235,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pull-Out Laundry Hamper 30"" (2 Bag) Matt-Aluminum",Hafele,H.807.52.935,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Pull-Out Laundry Hamper 30"" (2 Bag) Black",Hafele,H.807.52.135,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
TILT-OUT LAUNDRY HAMPERS,,,,,,,,238,,all others,,,,,,,,,,,,,,,,
"Tilt-Out Hamper 18"" (1 Bag) Black",Hafele,H.547.43.311,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Hamper 24"" (2 Bag) Black",Hafele,H.547.43.313,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Hamper 30"" (2 Bag) Black",Hafele,H.547.43.335,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
TILT-OUT LAUNDRY BASKETS & CANVAS,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 18"" Chrome",Hafele,H.547.42.231,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 18"" Matt-Aluminum",Hafele,H.547.42.631,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 18"" Black",Hafele,H.547.42.331,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 18"" Matt Gold",Hafele,H.547.42.831,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 18"" Matt Gold",Hafele,H.547.42.031,,,,,,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 18"" Slate",Hafele,H.547.42.531,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 24"" Chrome",Hafele,H.547.42.232,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 24"" Matt-Aluminum",Hafele,H.547.42.632,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 24"" Black",Hafele,H.547.42.332,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 24"" Matt Gold",Hafele,H.547.42.832,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 24"" Matt Gold",Hafele,H.547.42.030,,,,,,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Basket 24"" Slate",Hafele,H.547.42.532,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Canvas 18"" Cream",Hafele,H.547.42.485,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Tilt-Out Laundry Canvas 24"" Cream",Hafele,H.547.42.487,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
TILT-OUT LAUNDRY BASKET HARDWARE,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamper Mounting Rail Chrome,Hafele,H.547.42.990,,,,Quantity,Cost per piece/inch x Total Cost,"257, 258,259,260",,,,"262, 263",,,,,,,,,,,,,,
Hamper Mounting Rail Matt Nickle,Hafele,H.547.42.690,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Hamper Mounting Rail Black,Hafele,H.547.42.390,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Hamper Mounting Rail Matt Gold,Hafele,H.547.42.890,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Hamper Mounting Rail Matt Gold,Hafele,H.547.42.090,,,,,,,,,,,,,,,,,,,,,,,,
Hamper Mounting Rail Slate,Hafele,H.547.42.590,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Hamper Flap Stay Nickle,Hafele,H.547.42.993,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Hamper Flap Stay Black,Hafele,H.547.42.994,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
SLIDE-OUT WIRE BASKETS,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x6""H Chrome",Hafele,H.547.38.232,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x6""H Matt-Aluminum",Hafele,H.547.38.632,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x6""H Black",Hafele,H.547.38.332,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x6""H Matt Gold (OLD)",Hafele,H.547.38.832,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x6""H Matt Gold (NEW)",Hafele,H.547.38.032,,,,,,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x6""H Slate",Hafele,H.547.38.532,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x11""H Chrome",Hafele,H.547.38.236,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x11""H Matt-Aluminum",Hafele,H.547.38.636,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x11""H Black",Hafele,H.547.38.336,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x11""H Matt Gold (OLD)",Hafele,H.547.38.836,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x11""H Matt Gold (NEW)",Hafele,H.547.38.036,,,,,,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x11""H Slate",Hafele,H.547.38.536,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x17""H Chrome",Hafele,H.547.38.238,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x17""H Matt-Aluminum",Hafele,H.547.38.638,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x17""H Black",Hafele,H.547.38.338,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x17""H Matt Gold (OLD)",Hafele,H.547.38.838,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x17""H Matt Gold (NEW)",Hafele,H.547.38.038,,,,,,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 18W"" x17""H Slate",Hafele,H.547.38.538,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x6""H Chrome",Hafele,H.547.40.232,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x6""H Matt-Aluminum",Hafele,H.547.40.632,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x6""H Black",Hafele,H.547.40.332,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x6""H Matt Gold (OLD)",Hafele,H.547.40.832,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x6""H Matt Gold (NEW)",Hafele,H.547.40.032,,,,,,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x6""H Slate",Hafele,H.547.40.532,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x11""H Chrome",Hafele,H.547.40.236,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x11""H Matt-Aluminum",Hafele,H.547.40.636,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x11""H Black",Hafele,H.547.40.336,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x11""H Matt Gold (OLD)",Hafele,H.547.40.836,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x11""H Matt Gold (NEW)",Hafele,H.547.40.036,,,,,,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x11""H Slate",Hafele,H.547.40.536,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x17""H Chrome",Hafele,H.547.40.238,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x17""H Matt-Aluminum",Hafele,H.547.40.638,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x17""H Black",Hafele,H.547.40.338,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x17""H Matt Gold (OLD)",Hafele,H.547.40.838,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x17""H Matt Gold (NEW)",Hafele,H.547.40.038,,,,,,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 24W"" x17""H Slate",Hafele,H.547.40.538,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x6""H Chrome",Hafele,H.547.41.232,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x6""H Matt-Aluminum",Hafele,H.547.41.632,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x6""H Black",Hafele,H.547.41.332,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x6""H Matt Gold (OLD)",Hafele,H.547.41.832,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x6""H Matt Gold (NEW)",Hafele,H.547.41.032,,,,,,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x6""H Slate",Hafele,H.547.41.532,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x11""H Chrome",Hafele,H.547.41.236,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x11""H Matt-Aluminum",Hafele,H.547.41.636,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x11""H Black",Hafele,H.547.41.336,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x11""H Matt Gold (OLD)",Hafele,H.547.41.836,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x11""H Matt Gold (NEW)",Hafele,H.547.41.036,,,,,,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x11""H Slate",Hafele,H.547.41.536 ,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x17""H Chrome",Hafele,H.547.41.238,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x17""H Matt-Aluminum",Hafele,H.547.41.638,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x17""H Black",Hafele,H.547.41.338,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x17""H Matt Gold (OLD)",Hafele,H.547.41.838,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x17""H Matt Gold (NEW)",Hafele,H.547.41.038,,,,,,,,,,,,,,,,,,,,,,,,
"Wire Baskets 14D"" x 30W"" x17""H Slate",Hafele,H.547.41.538,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
JEWELRY TRAY ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jewelry Tray 14D"" x 24W"" x 2H"" Grey",Hafele,H.811.03.504,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
BELT TRAY ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Belt Tray 14D"" x 24W"" x 4H"" Grey",Hafele,H.811.03.513,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
IRONING BOARD  ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ironing Board (Shelf Mounted) 14D"" x 24W"" White",Hafele,H.568.60.781,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WARDROBE LIFTS,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wardrobe Lift 21.25""-26"" Chrome/Black",Hafele,H.805.31.201,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wardrobe Lift 26""-35"" Chrome/Black",Hafele,H.805.31.202,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
"Wardrobe Lift 35""-47.5"" Chrome/Black",Hafele,H.805.31.203,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE HOOK,,,,,,,,,,,,,,,,,,,,,,,,,,
Double Hook Chrome,Hafele,H.807.69.240,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Double Hook Matt-Aluminum,Hafele,H.807.69.040,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Double Hook Black,Hafele,H.807.68.340,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Double Hook Matt Gold,Hafele,H.807.69.940,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Double Hook Slate,Hafele,H.807.69.340,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGLE HOOK,,,,,,,,,,,,,,,,,,,,,,,,,,
Single Coat Hook Chrome,Hafele,H.807.69.230,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Single Coat Hook Matt-Aluminum,Hafele,H.807.69.030,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Single Coat Hook Black,Hafele,H.807.68.330,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Single Coat Hook Matt Gold,Hafele,H.807.69.930,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
Single Coat Hook Slate,Hafele,H.807.69.330,,,,Quantity,Cost per piece/inch x Total Cost,,,,,,,,,,,,,,,,,,,
